name;brzozowski-runtime;brzozowski-parsing;brzozowski-reduction;brzozowski-states;brzozowski-transitions
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14333-3.mata;0.0; 0.00281492; 0.0051; 20; 360
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14333-4.mata;0.0; 0.00667941; 0.0048; 9; 315
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14333-5.mata;0.0; 0.000414019; 0.0002; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14334-1.mata;0.03; 0.0164681; 0.0154; 10; 790
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14334-2.mata;0.0; 0.00186731; 0.0006; 15; 84
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14334-3.mata;0.33; 0.098925; 0.2198; 56; 4424
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14334-4.mata;0.0; 0.00170629; 0.0007; 43; 74
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14334-5.mata;1.18; 0.174179; 0.9903; 133; 8323
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14335-1.mata;0.01; 0.0104626; 0.0089; 15; 480
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14335-2.mata;0.02; 0.00673412; 0.0162; 47; 523
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14335-3.mata;0.0; 0.000497871; 0.0002; 18; 17
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14338-1.mata;0.01; 0.00387413; 0.0058; 7; 447
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14338-2.mata;0.0; 0.00075498; 0.0004; 21; 29
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14338-3.mata;0.13; 0.042581; 0.0801; 22; 1958
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14339-1.mata;0.0; 0.000935609; 0.0004; 36; 35
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14339-2.mata;0.01; 0.00970824; 0.0057; 16; 428
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14339-3.mata;0.08; 0.0355782; 0.0415; 22; 1628
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14339-4.mata;0.0; 0.00103208; 0.0004; 9; 44
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14339-5.mata;0.02; 0.0124402; 0.0104; 8; 592
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14342-1.mata;0.16; 0.0518649; 0.1096; 59; 2301
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14342-2.mata;0.03; 0.0177243; 0.0168; 21; 819
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14342-3.mata;0.13; 0.0467131; 0.0905; 53; 2067
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14343-1.mata;0.06; 0.0281572; 0.0327; 13; 1300
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14343-2.mata;0.04; 0.020468; 0.0245; 10; 1000
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14343-3.mata;0.0; 0.000861659; 0.0004; 25; 33
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14343-4.mata;0.0; 0.000679459; 0.0003; 26; 25
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14344-1.mata;0.32; 0.0784028; 0.2315; 51; 3570
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14344-2.mata;0.01; 0.00518681; 0.0123; 20; 710
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14345-1.mata;0.02; 0.0113258; 0.0087; 11; 517
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14345-2.mata;0.0; 0.00310957; 0.0014; 9; 84
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14345-3.mata;0.01; 0.0037835; 0.0072; 20; 480
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14345-4.mata;0.23; 0.0670843; 0.1575; 64; 3008
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14348-1.mata;0.09; 0.0383911; 0.0532; 34; 1734
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14348-2.mata;0.0; 0.00130712; 0.0005; 37; 54
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14348-3.mata;0.12; 0.0423183; 0.0721; 38; 1938
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14348-4.mata;0.02; 0.0106048; 0.0075; 52; 538
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14348-5.mata;0.0; 0.00178253; 0.0008; 56; 73
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14349-1.mata;0.0; 0.00530708; 0.0017; 27; 250
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14349-2.mata;0.03; 0.00341649; 0.0288; 47; 2087
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14349-3.mata;0.07; 0.0311314; 0.0390; 27; 1404
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14349-4.mata;0.0; 0.00127997; 0.0006; 43; 53
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14349-5.mata;0.01; 0.00843622; 0.0026; 44; 368
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14352-1.mata;0.03; 0.0169935; 0.0149; 14; 784
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14352-2.mata;0.01; 0.00579943; 0.0024; 30; 260
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14352-3.mata;0.03; 0.0175821; 0.0152; 14; 784
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14352-4.mata;0.01; 0.00643732; 0.0024; 28; 277
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14352-5.mata;0.08; 0.0335457; 0.0409; 27; 1512
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14353-1.mata;0.01; 0.00234655; 0.0129; 55; 1720
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14353-2.mata;1.41; 1.05435; 0.2636; 9; 194
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14353-3.mata;0.03; 0.0188734; 0.0151; 21; 798
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14354-1.mata;0.01; 0.00396458; 0.0083; 20; 530
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14354-2.mata;0.01; 0.00976841; 0.0029; 42; 367
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14354-3.mata;0.44; 0.106944; 0.3287; 91; 4732
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14355-1.mata;0.71; 0.169301; 0.5216; 75; 7725
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14355-2.mata;0.01; 0.00826787; 0.0065; 9; 396
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14355-3.mata;0.0; 0.00214252; 0.0009; 54; 91
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14355-4.mata;0.1; 0.0478961; 0.0546; 21; 2163
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14358-1.mata;0.1; 0.0437543; 0.0502; 27; 1998
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14358-2.mata;0.0; 0.00103708; 0.0005; 7; 44
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14358-3.mata;0.11; 0.0468344; 0.0603; 28; 2072
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14358-4.mata;0.01; 0.00624684; 0.0045; 4; 296
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14359-1.mata;0.11; 0.0507986; 0.0717; 29; 2291
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14359-2.mata;0.14; 0.0521653; 0.0775; 30; 2370
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14359-3.mata;1.87; 0.10189; 1.7769; 85; 1491
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14359-4.mata;0.0; 0.00123768; 0.0006; 44; 49
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14359-5.mata;0.06; 0.0310465; 0.0338; 18; 1422
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14362-1.mata;0.0; 0.00163689; 0.0009; 6; 74
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14362-2.mata;0.0; 0.00229888; 0.0009; 13; 117
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14362-3.mata;0.32; 0.0967452; 0.2119; 53; 4085
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14362-4.mata;0.06; 0.0330066; 0.0349; 19; 1539
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14362-5.mata;0.01; 0.00446065; 0.0061; 55; 1109
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14363-1.mata;0.0; 0.00259185; 0.0009; 13; 121
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14363-2.mata;0.12; 0.0444783; 0.0699; 39; 2028
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14363-3.mata;0.04; 0.0186995; 0.0186; 17; 884
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14363-4.mata;0.06; 0.0286376; 0.0324; 25; 1300
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14363-5.mata;0.0; 0.00122879; 0.0005; 34; 51
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14364-1.mata;0.01; 0.00906501; 0.0064; 8; 440
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14364-2.mata;0.34; 0.00700029; 0.3375; 253; 3470
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14364-3.mata;0.12; 0.0497871; 0.0740; 41; 2255
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14365-1.mata;0.03; 0.0164478; 0.0182; 22; 748
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14365-2.mata;0.0; 0.00168463; 0.0067; 32; 833
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14368-1.mata;0.0; 0.000406679; 0.0002; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14368-2.mata;0.2; 0.0736276; 0.1123; 43; 3354
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14368-3.mata;0.07; 0.0310412; 0.0385; 18; 1404
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14368-4.mata;0.12; 0.0482902; 0.0640; 28; 2184
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14368-5.mata;0.0; 0.00331989; 0.0011; 16; 161
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14369-1.mata;0.0; 0.00205905; 0.0009; 11; 93
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14369-2.mata;0.03; 0.014672; 0.0128; 10; 700
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14372-1.mata;0.01; 0.00430545; 0.0086; 7; 275
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14372-2.mata;0.1; 0.0567136; 0.0315; 62; 2541
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14373-1.mata;0.03; 0.0233423; 0.0093; 77; 1042
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14373-2.mata;0.21; 0.070226; 0.1405; 55; 3190
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14373-3.mata;0.53; 0.122345; 0.4031; 95; 5510
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14373-4.mata;0.01; 0.00187523; 0.0082; 23; 939
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14373-5.mata;0.05; 0.0257269; 0.0268; 20; 1160
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14374-1.mata;0.02; 0.0131898; 0.0107; 14; 602
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14374-2.mata;0.0; 0.00211063; 0.0029; 10; 308
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14374-3.mata;0.02; 0.0027038; 0.0253; 71; 2219
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14375-1.mata;0.04; 0.0198404; 0.0192; 11; 935
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14375-2.mata;0.0; 0.00175269; 0.0007; 44; 64
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14375-3.mata;0.18; 0.126946; 0.0531; 4514; 4513
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14375-4.mata;0.0; 0.00435404; 0.0021; 26; 239
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14375-5.mata;0.02; 0.011293; 0.0076; 24; 520
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14378-1.mata;0.08; 0.061913; 0.0199; 205; 2724
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14378-2.mata;0.01; 0.00492584; 0.0111; 7; 320
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14378-3.mata;0.03; 0.0115928; 0.0243; 28; 922
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14378-4.mata;0.0; 0.00106409; 0.0004; 26; 43
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14378-5.mata;0.01; 0.00257947; 0.0084; 9; 184
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14379-1.mata;0.54; 0.121147; 0.4081; 96; 5472
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14379-2.mata;0.0; 0.00043923; 0.0002; 12; 13
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14379-3.mata;0.05; 0.0263102; 0.0245; 21; 1197
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14379-4.mata;0.01; 0.00426606; 0.0092; 20; 580
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14380-1.mata;0.15; 0.0566981; 0.0901; 39; 2574
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14380-2.mata;0.0; 0.00204602; 0.0007; 12; 94
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14380-3.mata;0.11; 0.0432917; 0.0642; 30; 1980
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14381-1.mata;0.01; 0.00735891; 0.0055; 14; 336
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14381-2.mata;0.01; 0.00677314; 0.0047; 13; 312
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14386-1.mata;0.01; 0.00339666; 0.0049; 10; 720
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14386-2.mata;0.0; 0.00230936; 0.0013; 4; 108
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14386-3.mata;0.25; 0.0808755; 0.1586; 51; 3672
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14387-1.mata;0.18; 0.0639475; 0.1097; 42; 2898
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14387-2.mata;0.0; 0.000582639; 0.0002; 3; 21
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14387-3.mata;0.0; 0.00185466; 0.0008; 60; 78
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14387-4.mata;0.0; 0.00336399; 0.0014; 12; 161
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14390-1.mata;0.02; 0.00537652; 0.0133; 20; 750
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14390-2.mata;0.02; 0.00776412; 0.0138; 12; 888
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14391-1.mata;0.01; 0.0038306; 0.0058; 53; 363
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14391-2.mata;0.01; 0.0116701; 0.0039; 41; 520
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14391-3.mata;0.02; 0.00562627; 0.0142; 20; 790
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14391-4.mata;0.33; 0.10086; 0.2209; 58; 4524
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14396-1.mata;0.0; 0.00461954; 0.0018; 20; 150
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14396-2.mata;0.06; 0.0295928; 0.0323; 17; 1394
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14396-3.mata;0.01; 0.00687415; 0.0053; 4; 328
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14396-4.mata;0.02; 0.00598391; 0.0154; 20; 830
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14397-1.mata;0.48; 0.152303; 0.3016; 83; 7055
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14397-2.mata;0.03; 0.0199646; 0.0166; 11; 935
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14397-3.mata;0.0; 0.00265943; 0.0008; 19; 119
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14397-4.mata;0.25; 0.0836932; 0.1550; 45; 3825
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14397-5.mata;0.05; 0.0240131; 0.0238; 13; 1105
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14400-1.mata;0.08; 0.0314771; 0.0483; 38; 1406
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14400-2.mata;0.05; 0.0230514; 0.0265; 28; 1036
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14401-1.mata;0.0; 0.00191436; 0.0010; 16; 80
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14401-2.mata;0.48; 0.122492; 0.3416; 73; 5548
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14401-3.mata;0.48; 0.126285; 0.3372; 75; 5700
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14406-1.mata;0.0; 0.00112394; 0.0005; 35; 43
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14406-2.mata;0.0; 0.0019572; 0.0009; 81; 80
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14406-3.mata;0.0; 0.00135541; 0.0007; 56; 55
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14407-1.mata;0.0; 0.00326058; 0.0011; 17; 147
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14407-2.mata;0.01; 0.00932793; 0.0061; 9; 378
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14407-3.mata;0.07; 0.0311652; 0.0420; 33; 1386
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14410-1.mata;0.0; 0.00250413; 0.0014; 10; 116
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14410-2.mata;0.06; 0.0288802; 0.0303; 13; 1313
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14410-3.mata;0.12; 0.0513824; 0.0666; 23; 2323
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14410-4.mata;0.0; 0.00088748; 0.0004; 35; 34
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14410-5.mata;0.05; 0.0206845; 0.0249; 10; 1010
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14411-1.mata;0.16; 0.0564625; 0.1053; 34; 2550
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14411-2.mata;0.06; 0.00878583; 0.0576; 36; 1729
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14411-3.mata;0.06; 0.0329841; 0.0288; 20; 1500
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14416-1.mata;0.03; 0.0171026; 0.0161; 11; 803
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14416-2.mata;0.01; 0.00962249; 0.0053; 15; 422
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14416-3.mata;0.06; 0.0301686; 0.0364; 19; 1387
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14416-4.mata;0.02; 0.0105989; 0.0088; 7; 511
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14417-1.mata;0.0; 0.00113198; 0.0005; 19; 47
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14417-2.mata;1.66; 1.22575; 0.3101; 707; 25906
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14417-3.mata;0.04; 0.0180528; 0.0172; 11; 847
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14417-4.mata;0.0; 0.00142499; 0.0006; 41; 58
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14420-1.mata;0.0; 0.00335833; 0.0012; 22; 199
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14420-2.mata;0.0; 0.00378249; 0.0039; 11; 202
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14420-3.mata;0.04; 0.0165126; 0.0212; 27; 756
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14420-4.mata;0.07; 0.0200277; 0.0484; 33; 924
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14421-1.mata;0.0; 0.00416221; 0.0013; 33; 167
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14421-2.mata;0.03; 0.0185201; 0.0179; 11; 869
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14426-1.mata;0.0; 0.00600602; 0.0026; 10; 283
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14426-2.mata;0.02; 0.011694; 0.0092; 7; 560
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14426-3.mata;0.0; 0.00103728; 0.0004; 28; 40
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14426-4.mata;0.13; 0.0418675; 0.0913; 24; 1920
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14427-1.mata;0.0; 0.00588307; 0.0041; 4; 276
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14427-2.mata;0.07; 0.0332095; 0.0379; 22; 1518
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14427-3.mata;0.44; 0.115951; 0.3183; 76; 5244
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14427-4.mata;0.0; 0.00121162; 0.0005; 41; 49
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14430-1.mata;0.02; 0.0119341; 0.0097; 8; 568
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14430-2.mata;0.02; 0.0132775; 0.0112; 9; 639
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14430-3.mata;0.02; 0.0146761; 0.0136; 10; 710
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14431-1.mata;0.04; 0.0228503; 0.0165; 26; 881
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14431-2.mata;0.03; 0.0162682; 0.0149; 10; 790
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14431-3.mata;0.02; 0.00279266; 0.0200; 41; 2849
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14431-4.mata;0.07; 0.0570937; 0.0183; 164; 2533
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14431-5.mata;0.0; 0.000978499; 0.0004; 31; 39
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14436-1.mata;0.0; 0.00108719; 0.0005; 45; 44
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14436-2.mata;0.0; 0.00354808; 0.0014; 2; 82
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14436-3.mata;0.0; 0.00138136; 0.0006; 50; 58
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14437-1.mata;0.17; 0.0619644; 0.0960; 36; 2808
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14437-2.mata;0.01; 0.00400438; 0.0069; 51; 857
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14437-3.mata;0.22; 0.0752446; 0.1351; 44; 3432
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14437-4.mata;0.07; 0.0359942; 0.0371; 21; 1638
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14440-1.mata;0.0; 0.00109256; 0.0005; 36; 44
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14440-2.mata;0.0; 0.00189422; 0.0008; 62; 80
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14441-1.mata;0.12; 0.0692138; 0.0384; 83; 3136
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14441-2.mata;0.14; 0.0561299; 0.0763; 34; 2516
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14446-1.mata;0.0; 0.000396909; 0.0002; 3; 15
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14446-2.mata;0.03; 0.0125391; 0.0174; 27; 567
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14450-1.mata;2.92; 0.106548; 2.8085; 64; 4800
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14450-2.mata;0.01; 0.0063516; 0.0047; 4; 300
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14450-3.mata;0.06; 0.0279116; 0.0291; 17; 1275
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14451-1.mata;0.09; 0.0384866; 0.0517; 25; 1750
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14451-2.mata;0.09; 0.0388913; 0.0512; 26; 1820
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14451-3.mata;0.06; 0.0292784; 0.0281; 19; 1330
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14456-1.mata;0.0; 0.00145742; 0.0007; 52; 60
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14456-2.mata;0.0; 0.000569449; 0.0003; 22; 21
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14457-1.mata;0.07; 0.0311754; 0.0422; 34; 1394
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14457-2.mata;0.0; 0.0010149; 0.0005; 40; 39
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14457-3.mata;0.0; 0.00041247; 0.0002; 12; 13
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14457-4.mata;0.1; 0.0384006; 0.0616; 42; 1722
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14460-1.mata;0.25; 0.0749452; 0.1741; 53; 3392
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14460-2.mata;0.24; 0.0777079; 0.1590; 55; 3520
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance14460-3.mata;0.29; 0.0870529; 0.1985; 62; 3968
