name;simulation-runtime;simulation-parsing;simulation-reduction;simulation-states;simulation-transitions
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06590-2.mata;0.02; 0.0118589; 0.0109; 61; 529
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06590-3.mata;0.02; 0.0139052; 0.0076; 48; 616
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06591-1.mata;0.0; 0.0045594; 0.0017; 6; 214
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06591-2.mata;0.01; 0.0116252; 0.0035; 7; 553
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06591-3.mata;0.05; 0.0370485; 0.0101; 21; 1659
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06596-1.mata;0.01; 0.0165798; 0.0039; 25; 725
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06596-2.mata;0.0; 0.00318574; 0.0008; 5; 145
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06597-1.mata;0.01; 0.00950094; 0.0026; 13; 442
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06597-2.mata;0.01; 0.00977101; 0.0035; 19; 447
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06597-3.mata;0.02; 0.0161099; 0.0038; 21; 714
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06600-1.mata;0.0; 0.00167063; 0.0014; 28; 73
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06600-2.mata;0.02; 0.0134961; 0.0037; 13; 598
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06600-3.mata;0.0; 0.00361844; 0.0014; 20; 156
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06600-4.mata;0.0; 0.00163993; 0.0008; 10; 72
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06600-5.mata;0.01; 0.0132124; 0.0034; 13; 598
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06601-1.mata;0.02; 0.0135862; 0.0039; 8; 648
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06601-2.mata;0.01; 0.00850744; 0.0031; 5; 405
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06601-3.mata;0.05; 0.0354939; 0.0113; 20; 1620
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06601-4.mata;0.01; 0.00770731; 0.0034; 32; 341
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06601-5.mata;0.03; 0.0252741; 0.0065; 14; 1134
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06606-1.mata;0.0; 0.00309352; 0.0008; 5; 140
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06606-2.mata;0.01; 0.0133589; 0.0033; 21; 588
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06607-1.mata;0.01; 0.00639878; 0.0019; 4; 300
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06607-2.mata;0.0; 0.00417569; 0.0033; 53; 181
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06607-3.mata;0.0; 0.00180082; 0.0022; 57; 75
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06610-1.mata;0.01; 0.00541952; 0.0029; 14; 255
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06610-2.mata;0.08; 0.057611; 0.0250; 44; 2552
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06611-1.mata;0.0; 0.00293102; 0.0012; 10; 134
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06611-2.mata;0.0; 0.0011379; 0.0012; 38; 46
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06616-1.mata;0.0; 0.00105298; 0.0013; 40; 39
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06616-2.mata;0.01; 0.0150326; 0.0040; 17; 680
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06617-1.mata;0.18; 0.123362; 0.0398; 70; 5670
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06617-2.mata;0.05; 0.0373283; 0.0108; 21; 1701
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06617-3.mata;0.01; 0.00606581; 0.0029; 24; 273
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06617-4.mata;0.08; 0.0579176; 0.0160; 32; 2592
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06620-1.mata;0.08; 0.0598983; 0.0158; 46; 2668
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06620-2.mata;0.0; 0.00429176; 0.0033; 55; 186
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06621-1.mata;0.0; 0.00139177; 0.0015; 38; 58
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06621-2.mata;0.14; 0.0926313; 0.0355; 66; 4158
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06621-3.mata;0.0; 0.00224361; 0.0031; 77; 94
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06621-4.mata;0.12; 0.090457; 0.0261; 64; 4032
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06626-1.mata;0.06; 0.0414762; 0.0127; 25; 1875
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06626-2.mata;0.04; 0.0288853; 0.0077; 18; 1350
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06626-3.mata;0.0; 0.000519431; 0.0004; 18; 17
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06626-4.mata;0.01; 0.0126658; 0.0036; 8; 600
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06627-1.mata;0.0; 0.00244255; 0.0012; 18; 107
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06627-2.mata;0.0; 0.0023535; 0.0009; 20; 102
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06630-1.mata;0.11; 0.0676292; 0.0294; 38; 3040
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06630-2.mata;0.08; 0.0553095; 0.0146; 31; 2480
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06630-3.mata;0.05; 0.0406564; 0.0107; 23; 1840
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06630-4.mata;0.1; 0.0744999; 0.0206; 42; 3360
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06630-5.mata;0.0; 0.000423052; 0.0003; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06631-1.mata;0.26; 0.119391; 0.1283; 63; 5355
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06631-2.mata;3.69; 1.01901; 2.5689; 512; 43520
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06631-3.mata;0.05; 0.0392771; 0.0110; 21; 1785
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06636-1.mata;0.14; 0.0968045; 0.0294; 55; 4290
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06636-2.mata;1.0; 0.236654; 0.7274; 178; 10174
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06637-1.mata;0.02; 0.0164652; 0.0041; 21; 735
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06637-2.mata;0.03; 0.0237938; 0.0061; 30; 1050
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06640-1.mata;0.02; 0.0117774; 0.0111; 40; 519
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06640-2.mata;0.12; 0.0782587; 0.0440; 64; 3522
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06640-3.mata;0.09; 0.0644774; 0.0190; 38; 2888
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06640-4.mata;0.09; 0.0676079; 0.0187; 40; 3040
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06641-1.mata;0.04; 0.0277288; 0.0071; 36; 1224
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06641-2.mata;0.0; 0.00124857; 0.0016; 50; 49
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06646-1.mata;0.01; 0.00702612; 0.0028; 20; 309
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06646-2.mata;0.06; 0.0409235; 0.0115; 19; 1843
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06646-3.mata;0.06; 0.0426735; 0.0121; 20; 1940
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06646-4.mata;0.0; 0.0016388; 0.0013; 30; 60
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06646-5.mata;0.02; 0.0183048; 0.0061; 9; 873
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06647-1.mata;0.03; 0.0248642; 0.0057; 23; 1081
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06647-2.mata;0.47; 0.164021; 0.2935; 149; 7003
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06650-1.mata;0.04; 0.0195715; 0.0214; 56; 887
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06650-2.mata;0.41; 0.193646; 0.2006; 164; 8200
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06651-1.mata;0.02; 0.0156847; 0.0079; 41; 707
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06651-2.mata;0.0; 0.00128825; 0.0007; 10; 54
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06656-1.mata;0.04; 0.0314512; 0.0080; 24; 1416
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06656-2.mata;0.08; 0.0570668; 0.0151; 43; 2537
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06656-3.mata;0.0; 0.00136642; 0.0017; 47; 55
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06657-1.mata;0.01; 0.00878979; 0.0022; 8; 416
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06657-2.mata;0.0; 0.0039801; 0.0024; 25; 174
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06657-3.mata;0.03; 0.0232976; 0.0058; 20; 1040
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06657-4.mata;0.0; 0.00128149; 0.0005; 4; 55
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06657-5.mata;0.03; 0.0266857; 0.0066; 23; 1196
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06660-1.mata;0.03; 0.0244063; 0.0058; 24; 1080
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06660-2.mata;0.0; 0.00209461; 0.0011; 19; 92
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06660-3.mata;0.07; 0.057252; 0.0158; 56; 2520
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06661-1.mata;0.04; 0.0342601; 0.0092; 27; 1458
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06661-2.mata;0.04; 0.0302791; 0.0090; 25; 1350
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06661-3.mata;0.04; 0.0311301; 0.0073; 25; 1350
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06666-1.mata;0.0; 0.00279004; 0.0009; 6; 127
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06666-2.mata;0.0; 0.00284795; 0.0017; 22; 127
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06666-3.mata;0.0; 0.000776351; 0.0008; 31; 30
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06666-4.mata;0.0; 0.000416932; 0.0003; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06667-1.mata;0.05; 0.0387372; 0.0104; 22; 1760
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06667-2.mata;0.04; 0.037255; 0.0097; 21; 1680
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06667-3.mata;0.0; 0.00233579; 0.0013; 17; 103
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06667-4.mata;0.1; 0.0754393; 0.0205; 42; 3360
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06667-5.mata;0.0; 0.00679164; 0.0022; 4; 320
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06670-1.mata;0.01; 0.00809797; 0.0020; 21; 357
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06670-2.mata;0.0; 0.00165574; 0.0008; 20; 69
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06671-1.mata;0.07; 0.0475553; 0.0133; 32; 2176
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06671-2.mata;0.04; 0.0271967; 0.0082; 18; 1224
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06671-3.mata;0.07; 0.0547153; 0.0143; 36; 2448
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06671-4.mata;0.71; 0.369704; 0.2985; 231; 15708
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06671-5.mata;0.0; 0.00126416; 0.0012; 34; 51
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06676-1.mata;0.0; 0.00160529; 0.0007; 12; 67
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06676-2.mata;0.12; 0.0876782; 0.0249; 52; 3952
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06676-3.mata;0.09; 0.0645492; 0.0174; 38; 2888
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06676-4.mata;0.04; 0.0250317; 0.0103; 15; 1140
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06677-1.mata;0.02; 0.0139233; 0.0059; 9; 657
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06677-2.mata;0.02; 0.00985676; 0.0082; 52; 447
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06677-3.mata;0.0; 0.00540518; 0.0020; 20; 237
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06677-4.mata;0.03; 0.023837; 0.0079; 15; 1095
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06682-1.mata;0.02; 0.0155021; 0.0037; 21; 693
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06682-2.mata;0.04; 0.0334534; 0.0093; 45; 1485
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06683-1.mata;0.06; 0.0391033; 0.0215; 21; 1785
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06683-2.mata;0.09; 0.0626631; 0.0186; 33; 2805
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06683-3.mata;0.02; 0.0123796; 0.0060; 29; 542
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06683-4.mata;0.02; 0.0177658; 0.0056; 10; 850
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06684-1.mata;0.0; 0.00249032; 0.0010; 20; 105
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06684-2.mata;0.0; 0.00348281; 0.0015; 22; 154
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06684-3.mata;0.01; 0.0170204; 0.0048; 26; 754
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06684-4.mata;0.01; 0.0138001; 0.0033; 21; 609
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06685-1.mata;0.01; 0.00674803; 0.0029; 19; 305
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06685-2.mata;0.06; 0.0411537; 0.0107; 24; 1848
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06685-3.mata;0.05; 0.0375038; 0.0112; 22; 1694
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06685-4.mata;0.0; 0.00143848; 0.0018; 50; 58
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06685-5.mata;0.98; 0.235541; 0.7267; 178; 10173
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06688-1.mata;0.1; 0.0720573; 0.0206; 41; 3239
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06688-2.mata;0.0; 0.0046903; 0.0016; 6; 217
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06688-3.mata;0.18; 0.127584; 0.0373; 72; 5688
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06688-4.mata;0.0; 0.00245782; 0.0012; 16; 107
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06689-1.mata;0.01; 0.00761899; 0.0067; 76; 339
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06689-2.mata;0.0; 0.00202325; 0.0010; 9; 91
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06689-3.mata;0.0; 0.00403772; 0.0031; 51; 175
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06689-4.mata;0.0; 0.000935263; 0.0008; 27; 35
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06689-5.mata;0.12; 0.0826741; 0.0233; 44; 3652
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06692-1.mata;0.0; 0.00149206; 0.0010; 20; 62
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06692-2.mata;0.01; 0.0106807; 0.0069; 68; 483
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06693-1.mata;0.07; 0.0516964; 0.0136; 30; 2310
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06693-2.mata;0.0; 0.000847793; 0.0011; 33; 32
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06693-3.mata;0.18; 0.127359; 0.0376; 74; 5698
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06693-4.mata;0.08; 0.0553533; 0.0240; 32; 2464
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06694-1.mata;0.02; 0.0175852; 0.0042; 14; 798
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06694-2.mata;0.1; 0.0726449; 0.0202; 56; 3192
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06694-3.mata;0.03; 0.0188957; 0.0149; 38; 835
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06694-4.mata;0.01; 0.00845221; 0.0024; 7; 399
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06695-1.mata;0.01; 0.0131189; 0.0033; 13; 585
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06695-2.mata;0.0; 0.000691992; 0.0005; 17; 26
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06695-3.mata;0.06; 0.0429084; 0.0116; 43; 1935
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06695-4.mata;0.01; 0.0148221; 0.0038; 15; 675
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06698-1.mata;0.05; 0.0343603; 0.0107; 22; 1518
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06698-2.mata;0.0; 0.0012303; 0.0006; 8; 53
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06698-3.mata;0.01; 0.00871688; 0.0033; 6; 414
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06699-1.mata;0.0; 0.00169242; 0.0019; 50; 67
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06699-2.mata;0.07; 0.0566223; 0.0161; 44; 2596
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06699-3.mata;0.0; 0.00383663; 0.0011; 3; 177
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06702-1.mata;0.0; 0.00243196; 0.0011; 13; 111
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06702-2.mata;0.0; 0.00231748; 0.0014; 15; 104
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06702-3.mata;0.01; 0.0127642; 0.0036; 22; 572
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06703-1.mata;0.0; 0.000768273; 0.0008; 27; 28
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06703-2.mata;0.03; 0.0227304; 0.0057; 28; 1008
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06704-1.mata;0.0; 0.000745832; 0.0006; 20; 28
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06704-2.mata;0.43; 0.280035; 0.1257; 148; 11840
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06704-3.mata;0.02; 0.0160207; 0.0069; 18; 747
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06704-4.mata;0.0; 0.00171129; 0.0007; 10; 76
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06705-1.mata;0.04; 0.0316004; 0.0095; 14; 1442
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06705-2.mata;0.08; 0.0525034; 0.0235; 23; 2369
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06705-3.mata;0.0; 0.00142513; 0.0014; 41; 58
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06705-4.mata;0.01; 0.00993889; 0.0044; 7; 475
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06708-1.mata;0.0; 0.00726287; 0.0040; 33; 338
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06708-2.mata;0.0; 0.000935203; 0.0011; 36; 35
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06708-3.mata;0.01; 0.00637862; 0.0030; 24; 279
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06708-4.mata;0.03; 0.021301; 0.0058; 12; 984
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06708-5.mata;0.02; 0.0171668; 0.0050; 10; 820
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06709-1.mata;0.0; 0.000420191; 0.0003; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06709-2.mata;0.07; 0.0539308; 0.0144; 58; 2378
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06712-1.mata;0.01; 0.0115612; 0.0054; 16; 526
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06712-2.mata;0.0; 0.00206662; 0.0010; 12; 94
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06712-3.mata;0.06; 0.0409993; 0.0106; 25; 1850
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06713-1.mata;0.0; 0.00167419; 0.0007; 20; 69
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06713-2.mata;0.01; 0.00812694; 0.0020; 21; 357
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06714-1.mata;0.1; 0.0652607; 0.0293; 41; 2911
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06714-2.mata;0.15; 0.113301; 0.0338; 71; 5041
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06715-1.mata;0.09; 0.0672362; 0.0194; 64; 3008
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06715-2.mata;0.0; 0.000673683; 0.0006; 23; 24
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06715-3.mata;0.0; 0.00120692; 0.0005; 7; 52
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06718-1.mata;0.0; 0.00143199; 0.0014; 39; 61
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06718-2.mata;0.02; 0.01496; 0.0053; 9; 711
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06718-3.mata;0.0; 0.00359367; 0.0019; 21; 158
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06718-4.mata;0.05; 0.03846; 0.0110; 22; 1738
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06718-5.mata;0.06; 0.0449783; 0.0126; 26; 2054
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06719-1.mata;0.08; 0.0604636; 0.0165; 37; 2701
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06719-2.mata;0.03; 0.0197012; 0.0085; 17; 891
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06722-1.mata;0.7; 0.257135; 0.4225; 153; 11169
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06722-2.mata;0.0; 0.000793403; 0.0005; 18; 30
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06722-3.mata;0.0; 0.00535273; 0.0021; 20; 237
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06722-4.mata;0.03; 0.0292258; 0.0090; 18; 1314
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06723-1.mata;0.06; 0.0516889; 0.0137; 46; 2254
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06723-2.mata;0.02; 0.0178352; 0.0047; 17; 833
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06723-3.mata;0.0; 0.00132581; 0.0018; 54; 53
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06723-4.mata;0.0; 0.00268334; 0.0025; 49; 116
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06723-5.mata;0.0; 0.00379427; 0.0014; 20; 165
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06724-1.mata;0.04; 0.0303329; 0.0101; 28; 1344
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06724-2.mata;0.0; 0.00409113; 0.0012; 4; 192
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06724-3.mata;0.01; 0.0102928; 0.0031; 10; 480
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06725-1.mata;0.03; 0.0174246; 0.0135; 83; 787
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06725-2.mata;0.0; 0.000453021; 0.0003; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06725-3.mata;0.07; 0.05689; 0.0145; 32; 2464
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06725-4.mata;0.02; 0.0195532; 0.0061; 12; 924
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06728-1.mata;0.02; 0.0176696; 0.0043; 21; 798
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06728-2.mata;0.0; 0.00114871; 0.0009; 27; 45
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06729-1.mata;0.07; 0.0513602; 0.0135; 42; 2268
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06729-2.mata;0.07; 0.0521654; 0.0138; 43; 2322
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06729-3.mata;0.0; 0.00346962; 0.0019; 23; 156
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06732-1.mata;0.0; 0.00211231; 0.0031; 73; 90
