name;hopcroft-runtime;hopcroft-parsing;hopcroft-reduction;hopcroft-states;hopcroft-transitions
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08803-1.mata;0.0; 0.00386411; 0.0035; 41; 670
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08803-2.mata;0.0; 0.000625482; 0.0002; 4; 25
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08803-3.mata;0.0; 0.00713561; 0.0017; 11; 345
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08803-4.mata;0.04; 0.0309559; 0.0078; 19; 1444
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08804-1.mata;0.05; 0.0384595; 0.0079; 44; 1760
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08804-2.mata;0.02; 0.0180976; 0.0038; 21; 840
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08805-1.mata;0.04; 0.0382297; 0.0083; 40; 1800
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08805-2.mata;0.0; 0.00256189; 0.0007; 22; 149
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08805-3.mata;0.0; 0.00158432; 0.0004; 18; 71
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08808-1.mata;0.05; 0.0461402; 0.0109; 30; 2100
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08808-2.mata;0.0; 0.00377899; 0.0008; 33; 147
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08809-1.mata;0.0; 0.00196307; 0.0005; 19; 89
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08809-2.mata;0.03; 0.0246482; 0.0053; 23; 1127
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08812-1.mata;0.0; 0.000468872; 0.0001; 4; 13
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08812-2.mata;0.0; 0.00119885; 0.0004; 51; 50
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08812-3.mata;0.03; 0.0252018; 0.0056; 21; 1155
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08812-4.mata;0.01; 0.00900016; 0.0022; 8; 440
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08812-5.mata;0.0; 0.00178902; 0.0006; 77; 76
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08813-1.mata;0.02; 0.019936; 0.0042; 21; 924
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08813-2.mata;0.01; 0.0123067; 0.0027; 13; 572
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08813-3.mata;0.0; 0.000401351; 0.0001; 5; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08813-4.mata;0.0; 0.00376786; 0.0021; 33; 425
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08814-1.mata;0.01; 0.009307; 0.0021; 6; 322
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08814-2.mata;0.0; 0.00108115; 0.0003; 27; 45
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08814-3.mata;0.03; 0.02953; 0.0074; 18; 1368
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08814-4.mata;0.04; 0.0307153; 0.0078; 19; 1444
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08814-5.mata;0.0; 0.000962843; 0.0003; 31; 39
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08818-1.mata;0.07; 0.0587299; 0.0126; 53; 2703
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08818-2.mata;0.04; 0.0374223; 0.0081; 34; 1734
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08818-3.mata;0.0; 0.00197757; 0.0004; 12; 91
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08818-4.mata;0.01; 0.0119473; 0.0027; 11; 561
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08818-5.mata;0.03; 0.0233354; 0.0050; 21; 1071
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08819-1.mata;0.02; 0.02136; 0.0044; 26; 988
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08819-2.mata;0.02; 0.0172392; 0.0036; 21; 798
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08819-3.mata;0.08; 0.0626625; 0.0126; 75; 2850
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08822-1.mata;0.01; 0.00765665; 0.0017; 9; 369
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08822-2.mata;0.0; 0.00104719; 0.0003; 43; 42
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08822-3.mata;0.0; 0.00318665; 0.0022; 21; 461
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08822-4.mata;0.0; 0.00315348; 0.0021; 20; 420
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08823-1.mata;0.0; 0.00205939; 0.0004; 18; 91
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08823-2.mata;0.0; 0.00675997; 0.0026; 48; 586
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08823-3.mata;0.0; 0.0028226; 0.0019; 21; 406
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08824-1.mata;0.0; 0.000553672; 0.0002; 21; 20
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08824-2.mata;0.01; 0.0120674; 0.0023; 21; 546
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08825-1.mata;0.02; 0.016093; 0.0035; 15; 750
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08825-2.mata;0.06; 0.051448; 0.0109; 47; 2350
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08825-3.mata;0.0; 0.0017649; 0.0005; 57; 74
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08825-4.mata;0.0; 0.0031588; 0.0006; 17; 147
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08828-1.mata;0.06; 0.0467489; 0.0095; 48; 2112
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08828-2.mata;0.0; 0.00490925; 0.0010; 31; 215
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08829-1.mata;0.04; 0.0338615; 0.0071; 34; 1564
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08829-2.mata;0.01; 0.0144595; 0.0027; 49; 678
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08829-3.mata;0.0; 0.00101018; 0.0003; 42; 41
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08832-1.mata;0.17; 0.123961; 0.0307; 73; 5694
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08832-2.mata;0.06; 0.0492277; 0.0122; 29; 2262
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08832-3.mata;0.09; 0.0706397; 0.0176; 42; 3276
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08832-4.mata;0.0; 0.00175373; 0.0009; 2; 156
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08833-1.mata;0.12; 0.0893515; 0.0215; 53; 4028
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08833-2.mata;0.0; 0.00127787; 0.0004; 53; 52
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08833-3.mata;0.0; 0.00230165; 0.0006; 4; 108
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08833-4.mata;0.13; 0.101878; 0.0247; 61; 4636
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08833-5.mata;0.05; 0.0343617; 0.0086; 21; 1596
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08834-1.mata;0.01; 0.0117544; 0.0031; 8; 568
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08834-2.mata;0.04; 0.0306038; 0.0075; 20; 1420
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08834-3.mata;0.04; 0.0270803; 0.0067; 18; 1278
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08835-1.mata;0.0; 0.00688016; 0.0021; 10; 412
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08835-2.mata;0.05; 0.0419977; 0.0110; 26; 2002
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08838-1.mata;0.01; 0.0129113; 0.0026; 16; 592
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08838-2.mata;0.0; 0.00117727; 0.0004; 44; 49
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08839-1.mata;0.14; 0.105088; 0.0265; 65; 4810
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08839-2.mata;0.11; 0.0765736; 0.0189; 48; 3552
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08842-1.mata;0.12; 0.0937433; 0.0229; 57; 4275
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08842-2.mata;0.01; 0.00542141; 0.0050; 22; 910
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08843-1.mata;0.0; 0.00235082; 0.0005; 9; 107
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08843-2.mata;0.06; 0.0483553; 0.0113; 34; 2210
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08843-3.mata;0.01; 0.0133461; 0.0034; 10; 650
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08844-1.mata;0.01; 0.00544977; 0.0043; 20; 780
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08844-2.mata;0.01; 0.00940422; 0.0026; 6; 462
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08845-1.mata;0.01; 0.00770809; 0.0020; 47; 354
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08845-2.mata;0.05; 0.0385975; 0.0101; 21; 1806
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08845-3.mata;0.05; 0.0387363; 0.0101; 21; 1806
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08845-4.mata;0.0; 0.00415903; 0.0008; 21; 195
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08845-5.mata;0.02; 0.015777; 0.0044; 9; 774
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08848-1.mata;0.12; 0.0931069; 0.0234; 52; 4264
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08848-2.mata;0.0; 0.000436131; 0.0001; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08848-3.mata;0.09; 0.0640461; 0.0161; 36; 2952
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08848-4.mata;0.04; 0.0314897; 0.0082; 18; 1476
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08848-5.mata;0.01; 0.00588301; 0.0047; 20; 830
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08849-1.mata;0.06; 0.041132; 0.0107; 23; 1909
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08849-2.mata;0.03; 0.0275428; 0.0065; 40; 1270
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08849-3.mata;0.13; 0.0959792; 0.0244; 53; 4399
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08849-4.mata;0.03; 0.0249829; 0.0064; 14; 1162
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08849-5.mata;0.06; 0.0470036; 0.0119; 26; 2158
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08852-1.mata;0.06; 0.0542528; 0.0097; 162; 2445
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08852-2.mata;0.0; 0.00481488; 0.0014; 45; 272
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08852-3.mata;0.0; 0.0010399; 0.0003; 34; 45
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08853-1.mata;0.02; 0.0188662; 0.0037; 26; 858
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08853-2.mata;0.02; 0.02195; 0.0045; 31; 1023
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08854-1.mata;0.0; 0.00193707; 0.0005; 9; 112
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08854-2.mata;0.0; 0.00142933; 0.0004; 15; 85
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08855-1.mata;0.02; 0.0160622; 0.0043; 10; 780
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08855-2.mata;0.0; 0.0015416; 0.0005; 56; 64
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08855-3.mata;0.0; 0.00166461; 0.0004; 8; 72
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08858-1.mata;0.01; 0.0128843; 0.0027; 15; 600
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08858-2.mata;0.0; 0.00124921; 0.0004; 53; 52
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08859-1.mata;0.02; 0.0175945; 0.0045; 12; 840
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08859-2.mata;0.07; 0.0487277; 0.0116; 32; 2240
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08859-3.mata;0.04; 0.0316645; 0.0077; 21; 1470
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08862-1.mata;0.01; 0.00572721; 0.0046; 20; 810
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08862-2.mata;0.0; 0.00476814; 0.0025; 80; 463
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08862-3.mata;0.02; 0.00457887; 0.0213; 49; 2735
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08862-4.mata;0.0; 0.00353495; 0.0008; 17; 174
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08862-5.mata;0.05; 0.0360689; 0.0093; 21; 1680
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08863-1.mata;0.0; 0.000879963; 0.0002; 8; 35
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08863-2.mata;0.0; 0.0023293; 0.0013; 20; 290
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08864-1.mata;0.02; 0.00389429; 0.0171; 59; 3067
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08864-2.mata;0.0; 0.00313784; 0.0008; 8; 145
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08864-3.mata;0.0; 0.0010201; 0.0003; 10; 47
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08865-1.mata;0.0; 0.00594972; 0.0012; 9; 279
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08865-2.mata;0.0; 0.000986094; 0.0002; 10; 42
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08865-3.mata;0.01; 0.0140408; 0.0027; 21; 651
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08868-1.mata;0.0; 0.00176127; 0.0005; 40; 77
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08868-2.mata;0.0; 0.00120088; 0.0004; 51; 50
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08868-3.mata;10.54; 7.9149; 1.8723; 4515; 316050
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08868-4.mata;0.04; 0.0361077; 0.0089; 24; 1680
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08868-5.mata;0.02; 0.0192507; 0.0048; 13; 910
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08869-1.mata;0.02; 0.0227133; 0.0050; 20; 1040
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08869-2.mata;0.03; 0.0249225; 0.0054; 22; 1144
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08869-3.mata;0.0; 0.00202979; 0.0004; 12; 94
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08869-4.mata;0.01; 0.0125585; 0.0024; 58; 575
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08872-1.mata;0.0; 0.00033422; 0.0001; 3; 6
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08872-2.mata;0.01; 0.0096639; 0.0025; 13; 473
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08872-3.mata;0.01; 0.00496063; 0.0038; 20; 700
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08873-1.mata;0.03; 0.0282805; 0.0060; 35; 1330
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08873-2.mata;0.04; 0.0386714; 0.0078; 47; 1786
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08874-1.mata;0.04; 0.0337915; 0.0076; 27; 1566
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08874-2.mata;0.0; 0.0015725; 0.0005; 49; 67
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08874-3.mata;0.07; 0.0519134; 0.0114; 41; 2378
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08874-4.mata;0.01; 0.0116831; 0.0022; 54; 533
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08874-5.mata;0.01; 0.0135371; 0.0032; 11; 638
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08875-1.mata;0.01; 0.00619362; 0.0017; 4; 296
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08875-2.mata;0.0; 0.00174216; 0.0005; 16; 93
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08878-1.mata;0.07; 0.0586887; 0.0132; 45; 2700
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08878-2.mata;0.05; 0.0406644; 0.0091; 31; 1860
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08878-3.mata;0.02; 0.0203523; 0.0048; 16; 960
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08878-4.mata;0.02; 0.0179345; 0.0041; 14; 840
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08878-5.mata;0.03; 0.0287237; 0.0064; 22; 1320
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08879-1.mata;0.0; 0.00228822; 0.0005; 13; 117
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08879-2.mata;0.0; 0.00200295; 0.0004; 12; 93
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08879-3.mata;0.01; 0.0141136; 0.0027; 21; 651
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08881-1.mata;0.06; 0.0494168; 0.0102; 50; 2250
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08881-2.mata;0.09; 0.0724573; 0.0151; 74; 3330
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08886-1.mata;0.04; 0.0328738; 0.0074; 32; 1568
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08886-2.mata;0.0; 0.00111135; 0.0003; 12; 63
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08886-3.mata;0.03; 0.0305529; 0.0066; 29; 1421
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08887-1.mata;0.11; 0.0817669; 0.0217; 42; 3822
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08887-2.mata;0.02; 0.013039; 0.0037; 7; 637
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08887-3.mata;0.01; 0.00751489; 0.0022; 4; 364
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08887-4.mata;0.01; 0.0114714; 0.0022; 52; 531
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08890-1.mata;0.0; 0.000415061; 0.0001; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08890-2.mata;0.04; 0.035286; 0.0075; 34; 1598
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08890-3.mata;0.02; 0.0140174; 0.0031; 14; 658
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08890-4.mata;0.0; 0.000742802; 0.0002; 27; 28
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08890-5.mata;0.0; 0.00116741; 0.0003; 9; 40
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08891-1.mata;0.04; 0.0324949; 0.0080; 21; 1512
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08891-2.mata;0.27; 0.203975; 0.0494; 127; 9144
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08891-3.mata;0.05; 0.0416285; 0.0101; 27; 1944
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08891-4.mata;0.02; 0.0181467; 0.0038; 34; 831
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08896-1.mata;0.0; 0.000784682; 0.0002; 23; 31
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08896-2.mata;0.12; 0.0858837; 0.0218; 50; 4000
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08896-3.mata;0.0; 0.00695686; 0.0020; 103; 387
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08896-4.mata;0.07; 0.0554628; 0.0140; 32; 2560
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08896-5.mata;0.18; 0.135586; 0.0329; 105; 6273
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08897-1.mata;0.0; 0.0043063; 0.0026; 49; 502
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08897-2.mata;0.01; 0.0145515; 0.0039; 9; 711
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08897-3.mata;0.0; 0.00134902; 0.0004; 40; 61
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08897-4.mata;0.06; 0.0504014; 0.0126; 29; 2291
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08900-1.mata;0.11; 0.0813312; 0.0183; 63; 3780
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08900-2.mata;0.01; 0.00741366; 0.0016; 44; 342
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08901-1.mata;0.01; 0.00600361; 0.0048; 20; 850
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08901-2.mata;0.1; 0.0644384; 0.0284; 101; 5784
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08901-3.mata;0.0; 0.00480864; 0.0009; 25; 204
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08901-4.mata;0.1; 0.0767682; 0.0202; 43; 3612
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08906-1.mata;0.01; 0.0130114; 0.0024; 22; 594
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08906-2.mata;0.0; 0.000405391; 0.0001; 7; 13
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08907-1.mata;0.09; 0.0658836; 0.0161; 42; 3066
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08907-2.mata;0.02; 0.0253524; 0.0062; 16; 1168
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08907-3.mata;0.08; 0.0585821; 0.0142; 37; 2701
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08910-1.mata;0.0; 0.00294945; 0.0007; 23; 145
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08910-2.mata;0.02; 0.0208251; 0.0039; 50; 950
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08911-1.mata;0.0; 0.00342642; 0.0033; 26; 698
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08911-2.mata;0.0; 0.00207053; 0.0009; 8; 177
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08911-3.mata;0.0; 0.00158071; 0.0005; 57; 65
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08916-1.mata;0.04; 0.0325269; 0.0086; 18; 1530
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08916-2.mata;0.02; 0.0172359; 0.0048; 10; 850
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08916-3.mata;0.1; 0.0749864; 0.0195; 41; 3485
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08916-4.mata;0.02; 0.014135; 0.0040; 8; 680
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08916-5.mata;0.04; 0.0308619; 0.0081; 17; 1445
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08917-1.mata;0.02; 0.0208325; 0.0044; 25; 975
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08917-2.mata;0.04; 0.0329285; 0.0068; 39; 1521
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08917-3.mata;0.01; 0.0133986; 0.0028; 16; 624
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08920-1.mata;0.0; 0.00581045; 0.0015; 4; 276
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08920-2.mata;0.14; 0.105282; 0.0250; 70; 4830
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08921-1.mata;0.04; 0.0342088; 0.0086; 21; 1596
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08921-2.mata;0.04; 0.0342203; 0.0086; 21; 1596
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08921-3.mata;5.01; 0.112798; 4.9079; 21; 1596
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08921-4.mata;0.0; 0.000968124; 0.0002; 7; 35
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08921-5.mata;0.02; 0.018469; 0.0043; 12; 709
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08926-1.mata;0.06; 0.0551139; 0.0118; 46; 2484
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08926-2.mata;0.09; 0.0678074; 0.0148; 58; 3132
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08927-1.mata;0.0; 0.00389276; 0.0026; 20; 530
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08927-2.mata;0.05; 0.0429479; 0.0092; 38; 1976
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08927-3.mata;0.01; 0.00956403; 0.0023; 9; 468
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08927-4.mata;0.07; 0.057593; 0.0124; 51; 2652
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08927-5.mata;0.0; 0.000894333; 0.0003; 35; 34
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08930-1.mata;0.0; 0.000893693; 0.0002; 8; 38
